BidRequestID,DecisionNo,Decision,OverallDecision,SumRep,NumReps,PreviousBids,PreviousCancels,numbids,ttype,avbid,cost,sellRep,bidAmount,btype,aucwt,aucwt2
1079608,11,0,1,0,0,0,0,10,1,291.588882,233,8,324,1,1.73266286590159e-07,0.999999826709746
1189154,1,0,2,230,23,16,8,10,1,283.117527,0,0,0,-7,5.27073135139889e-13,0.999999250594368
1189154,2,0,2,230,23,16,8,10,1,283.117527,203,8,289,1,5.27073135139889e-13,0.999999250594368
1189154,3,1,2,230,23,16,8,10,1,283.117527,205,10,307,3,5.27073135139889e-13,0.999999250594368
1189154,4,0,2,230,23,16,8,10,1,283.117527,242,9,336,2,5.27073135139889e-13,0.999999250594368
1189154,5,0,2,230,23,16,8,10,1,283.117527,212,9,301,2,5.27073135139889e-13,0.999999250594368
1189154,6,0,2,230,23,16,8,10,1,283.117527,157,8,235,1,5.27073135139889e-13,0.999999250594368
1189154,7,0,2,230,23,16,8,10,1,283.117527,150,9,230,2,5.27073135139889e-13,0.999999250594368
1189154,8,0,2,230,23,16,8,10,1,283.117527,195,10,298,3,5.27073135139889e-13,0.999999250594368
1189154,9,0,2,230,23,16,8,10,1,283.117527,199,10,303,3,5.27073135139889e-13,0.999999250594368
1189154,10,0,2,230,23,16,8,10,1,283.117527,177,8,258,1,5.27073135139889e-13,0.999999250594368
1189154,11,0,2,230,23,16,8,10,1,283.117527,167,10,275,3,5.27073135139889e-13,0.999999250594368
938303,1,1,1,0,0,6,6,10,1,254.117659,0,0,0,-7,4.45250966602066e-24,0.42171634004611
938303,2,0,1,0,0,6,6,10,1,254.117659,154,9,233,2,4.45250966602066e-24,0.42171634004611
938303,3,0,1,0,0,6,6,10,1,254.117659,199,8,284,1,4.45250966602066e-24,0.42171634004611
938303,4,0,1,0,0,6,6,10,1,254.117659,166,9,247,2,4.45250966602066e-24,0.42171634004611
938303,5,0,1,0,0,6,6,10,1,254.117659,165,9,246,2,4.45250966602066e-24,0.42171634004611
938303,6,0,1,0,0,6,6,10,1,254.117659,178,10,275,3,4.45250966602066e-24,0.42171634004611
938303,7,0,1,0,0,6,6,10,1,254.117659,170,10,270,3,4.45250966602066e-24,0.42171634004611
938303,8,0,1,0,0,6,6,10,1,254.117659,159,9,240,2,4.45250966602066e-24,0.42171634004611
938303,9,0,1,0,0,6,6,10,1,254.117659,153,8,230,1,4.45250966602066e-24,0.42171634004611
938303,10,0,1,0,0,6,6,10,1,254.117659,187,9,271,2,4.45250966602066e-24,0.42171634004611
938303,11,0,1,0,0,6,6,10,1,254.117659,166,8,245,1,4.45250966602066e-24,0.42171634004611
1257086,1,0,2,0,0,0,0,10,2,355.545751,0,0,0,-7,0.99999999999037,9.62981564222863e-12
1257086,2,0,2,0,0,0,0,10,2,355.545751,242,9,336,2,0.99999999999037,9.62981564222863e-12
1257086,3,1,2,0,0,0,0,10,2,355.545751,238,9,331,2,0.99999999999037,9.62981564222863e-12
1257086,4,0,2,0,0,0,0,10,2,355.545751,270,9,368,2,0.99999999999037,9.62981564222863e-12
1257086,5,0,2,0,0,0,0,10,2,355.545751,296,8,398,1,0.99999999999037,9.62981564222863e-12
1257086,6,0,2,0,0,0,0,10,2,355.545751,255,10,365,3,0.99999999999037,9.62981564222863e-12
1257086,7,0,2,0,0,0,0,10,2,355.545751,252,9,348,2,0.99999999999037,9.62981564222863e-12
1257086,8,0,2,0,0,0,0,10,2,355.545751,263,8,359,1,0.99999999999037,9.62981564222863e-12
1257086,9,0,2,0,0,0,0,10,2,355.545751,290,8,391,1,0.99999999999037,9.62981564222863e-12
1257086,10,0,2,0,0,0,0,10,2,355.545751,236,10,346,3,0.99999999999037,9.62981564222863e-12
1257086,11,0,2,0,0,0,0,10,2,355.545751,222,9,313,2,0.99999999999037,9.62981564222863e-12
720935,1,0,2,130,13,20,14,10,1,279.998433,0,0,0,-7,8.62776945185346e-14,0.999920141963435
720935,2,0,2,130,13,20,14,10,1,279.998433,193,9,278,2,8.62776945185346e-14,0.999920141963435
720935,3,1,2,130,13,20,14,10,1,279.998433,166,10,272,3,8.62776945185346e-14,0.999920141963435
720935,4,0,2,130,13,20,14,10,1,279.998433,231,9,323,2,8.62776945185346e-14,0.999920141963435
720935,5,0,2,130,13,20,14,10,1,279.998433,195,10,298,3,8.62776945185346e-14,0.999920141963435
720935,6,0,2,130,13,20,14,10,1,279.998433,219,9,308,2,8.62776945185346e-14,0.999920141963435
720935,7,0,2,130,13,20,14,10,1,279.998433,153,10,261,3,8.62776945185346e-14,0.999920141963435
720935,8,0,2,130,13,20,14,10,1,279.998433,180,10,284,3,8.62776945185346e-14,0.999920141963435
720935,9,0,2,130,13,20,14,10,1,279.998433,185,8,268,1,8.62776945185346e-14,0.999920141963435
720935,10,0,2,130,13,20,14,10,1,279.998433,157,9,240,2,8.62776945185346e-14,0.999920141963435
720935,11,0,2,130,13,20,14,10,1,279.998433,186,8,269,1,8.62776945185346e-14,0.999920141963435
687577,1,0,2,0,0,0,0,10,0,257.736924,0,0,0,-7,6.55458014669347e-22,0.000340534020266805
687577,2,0,2,0,0,0,0,10,0,257.736924,144,10,241,3,6.55458014669347e-22,0.000340534020266805
687577,3,0,2,0,0,0,0,10,0,257.736924,196,10,293,3,6.55458014669347e-22,0.000340534020266805
687577,4,0,2,0,0,0,0,10,0,257.736924,194,9,279,2,6.55458014669347e-22,0.000340534020266805
687577,5,0,2,0,0,0,0,10,0,257.736924,126,10,226,3,6.55458014669347e-22,0.000340534020266805
687577,6,0,2,0,0,0,0,10,0,257.736924,195,10,289,3,6.55458014669347e-22,0.000340534020266805
687577,7,0,2,0,0,0,0,10,0,257.736924,179,8,261,1,6.55458014669347e-22,0.000340534020266805
687577,8,1,2,0,0,0,0,10,0,257.736924,162,10,256,3,6.55458014669347e-22,0.000340534020266805
687577,9,0,2,0,0,0,0,10,0,257.736924,127,8,200,1,6.55458014669347e-22,0.000340534020266805
687577,10,0,2,0,0,0,0,10,0,257.736924,186,9,270,2,6.55458014669347e-22,0.000340534020266805
687577,11,0,2,0,0,0,0,10,0,257.736924,181,9,264,2,6.55458014669347e-22,0.000340534020266805
1490273,1,1,1,0,0,0,0,10,0,241.287111,0,0,0,-7,8.45440027268653e-25,7.3743969226092e-07
1490273,2,0,1,0,0,0,0,10,0,241.287111,134,10,232,3,8.45440027268653e-25,7.3743969226092e-07
1490273,3,0,1,0,0,0,0,10,0,241.287111,174,9,256,2,8.45440027268653e-25,7.3743969226092e-07
1490273,4,0,1,0,0,0,0,10,0,241.287111,110,9,185,2,8.45440027268653e-25,7.3743969226092e-07
1490273,5,0,1,0,0,0,0,10,0,241.287111,137,8,211,1,8.45440027268653e-25,7.3743969226092e-07
1490273,6,0,1,0,0,0,0,10,0,241.287111,188,9,272,2,8.45440027268653e-25,7.3743969226092e-07
1490273,7,0,1,0,0,0,0,10,0,241.287111,198,10,294,3,8.45440027268653e-25,7.3743969226092e-07
1490273,8,0,1,0,0,0,0,10,0,241.287111,165,8,244,1,8.45440027268653e-25,7.3743969226092e-07
1490273,9,0,1,0,0,0,0,10,0,241.287111,192,8,276,1,8.45440027268653e-25,7.3743969226092e-07
1490273,10,0,1,0,0,0,0,10,0,241.287111,163,8,242,1,8.45440027268653e-25,7.3743969226092e-07
1490273,11,0,1,0,0,0,0,10,0,241.287111,128,8,201,1,8.45440027268653e-25,7.3743969226092e-07
1119808,1,1,1,10,1,2,1,10,1,290.859804,0,0,0,-7,6.22779861154139e-12,0.999999999991452
1119808,2,0,1,10,1,2,1,10,1,290.859804,152,8,229,1,6.22779861154139e-12,0.999999999991452
1119808,3,0,1,10,1,2,1,10,1,290.859804,240,8,332,1,6.22779861154139e-12,0.999999999991452
1119808,4,0,1,10,1,2,1,10,1,290.859804,245,8,338,1,6.22779861154139e-12,0.999999999991452
1119808,5,0,1,10,1,2,1,10,1,290.859804,219,8,308,1,6.22779861154139e-12,0.999999999991452
1119808,6,0,1,10,1,2,1,10,1,290.859804,221,8,310,1,6.22779861154139e-12,0.999999999991452
1119808,7,0,1,10,1,2,1,10,1,290.859804,182,8,264,1,6.22779861154139e-12,0.999999999991452
1119808,8,0,1,10,1,2,1,10,1,290.859804,156,9,237,2,6.22779861154139e-12,0.999999999991452
1119808,9,0,1,10,1,2,1,10,1,290.859804,229,9,320,2,6.22779861154139e-12,0.999999999991452
1119808,10,0,1,10,1,2,1,10,1,290.859804,151,10,264,3,6.22779861154139e-12,0.999999999991452
1119808,11,0,1,10,1,2,1,10,1,290.859804,201,10,306,3,6.22779861154139e-12,0.999999999991452
1011874,1,0,2,0,0,0,0,10,0,226.088995,0,0,0,-7,1.2751435253886e-30,6.70521464110891e-13
1011874,2,0,2,0,0,0,0,10,0,226.088995,186,8,269,1,1.2751435253886e-30,6.70521464110891e-13
1011874,3,0,2,0,0,0,0,10,0,226.088995,163,10,259,3,1.2751435253886e-30,6.70521464110891e-13
1011874,4,0,2,0,0,0,0,10,0,226.088995,108,8,177,1,1.2751435253886e-30,6.70521464110891e-13
1011874,5,0,2,0,0,0,0,10,0,226.088995,164,9,244,2,1.2751435253886e-30,6.70521464110891e-13
1011874,6,0,2,0,0,0,0,10,0,226.088995,126,8,198,1,1.2751435253886e-30,6.70521464110891e-13
1011874,7,0,2,0,0,0,0,10,0,226.088995,120,9,196,2,1.2751435253886e-30,6.70521464110891e-13
1011874,8,1,2,0,0,0,0,10,0,226.088995,127,10,229,3,1.2751435253886e-30,6.70521464110891e-13
1011874,9,0,2,0,0,0,0,10,0,226.088995,172,8,252,1,1.2751435253886e-30,6.70521464110891e-13
1011874,10,0,2,0,0,0,0,10,0,226.088995,174,8,255,1,1.2751435253886e-30,6.70521464110891e-13
1011874,11,0,2,0,0,0,0,10,0,226.088995,112,8,182,1,1.2751435253886e-30,6.70521464110891e-13
831119,1,1,1,0,0,3,3,10,2,337.110992,0,0,0,-7,0.999999996015407,3.984592770993e-09
831119,2,0,1,0,0,3,3,10,2,337.110992,214,10,322,3,0.999999996015407,3.984592770993e-09
831119,3,0,1,0,0,3,3,10,2,337.110992,211,9,300,2,0.999999996015407,3.984592770993e-09
831119,4,0,1,0,0,3,3,10,2,337.110992,246,9,340,2,0.999999996015407,3.984592770993e-09
831119,5,0,1,0,0,3,3,10,2,337.110992,221,8,310,1,0.999999996015407,3.984592770993e-09
831119,6,0,1,0,0,3,3,10,2,337.110992,263,8,359,1,0.999999996015407,3.984592770993e-09
831119,7,0,1,0,0,3,3,10,2,337.110992,223,8,312,1,0.999999996015407,3.984592770993e-09
831119,8,0,1,0,0,3,3,10,2,337.110992,293,9,395,2,0.999999996015407,3.984592770993e-09
831119,9,0,1,0,0,3,3,10,2,337.110992,294,9,396,2,0.999999996015407,3.984592770993e-09
831119,10,0,1,0,0,3,3,10,2,337.110992,216,8,304,1,0.999999996015407,3.984592770993e-09
831119,11,0,1,0,0,3,3,10,2,337.110992,225,10,332,3,0.999999996015407,3.984592770993e-09
721185,1,1,1,330,33,42,6,10,2,344.627567,0,0,0,-7,0.999999998343291,1.65670934340337e-09
721185,2,0,1,330,33,42,6,10,2,344.627567,200,9,289,2,0.999999998343291,1.65670934340337e-09
721185,3,0,1,330,33,42,6,10,2,344.627567,205,9,294,2,0.999999998343291,1.65670934340337e-09
721185,4,0,1,330,33,42,6,10,2,344.627567,281,10,393,3,0.999999998343291,1.65670934340337e-09
721185,5,0,1,330,33,42,6,10,2,344.627567,276,9,375,2,0.999999998343291,1.65670934340337e-09
721185,6,0,1,330,33,42,6,10,2,344.627567,251,8,345,1,0.999999998343291,1.65670934340337e-09
721185,7,0,1,330,33,42,6,10,2,344.627567,252,9,348,2,0.999999998343291,1.65670934340337e-09
721185,8,0,1,330,33,42,6,10,2,344.627567,242,8,335,1,0.999999998343291,1.65670934340337e-09
721185,9,0,1,330,33,42,6,10,2,344.627567,223,9,315,2,0.999999998343291,1.65670934340337e-09
721185,10,0,1,330,33,42,6,10,2,344.627567,248,10,361,3,0.999999998343291,1.65670934340337e-09
721185,11,0,1,330,33,42,6,10,2,344.627567,289,8,390,1,0.999999998343291,1.65670934340337e-09
479735,1,0,2,30,3,8,4,10,1,298.70413,0,0,0,-7,8.22279737508301e-09,0.999999991776625
479735,2,0,2,30,3,8,4,10,1,298.70413,154,9,237,2,8.22279737508301e-09,0.999999991776625
479735,3,0,2,30,3,8,4,10,1,298.70413,186,10,291,3,8.22279737508301e-09,0.999999991776625
479735,4,0,2,30,3,8,4,10,1,298.70413,170,9,253,2,8.22279737508301e-09,0.999999991776625
479735,5,0,2,30,3,8,4,10,1,298.70413,234,8,325,1,8.22279737508301e-09,0.999999991776625
479735,6,0,2,30,3,8,4,10,1,298.70413,237,8,329,1,8.22279737508301e-09,0.999999991776625
479735,7,1,2,30,3,8,4,10,1,298.70413,210,10,312,3,8.22279737508301e-09,0.999999991776625
479735,8,0,2,30,3,8,4,10,1,298.70413,239,10,341,3,8.22279737508301e-09,0.999999991776625
479735,9,0,2,30,3,8,4,10,1,298.70413,223,10,328,3,8.22279737508301e-09,0.999999991776625
479735,10,0,2,30,3,8,4,10,1,298.70413,215,10,316,3,8.22279737508301e-09,0.999999991776625
479735,11,0,2,30,3,8,4,10,1,298.70413,175,8,256,1,8.22279737508301e-09,0.999999991776625
1458098,1,0,2,229,24,44,42,10,0,230.625708,0,0,0,-7,1.92014942961145e-28,6.53275098410919e-16
1458098,2,0,2,229,24,44,42,10,0,230.625708,182,8,264,1,1.92014942961145e-28,6.53275098410919e-16
1458098,3,0,2,229,24,44,42,10,0,230.625708,110,8,180,1,1.92014942961145e-28,6.53275098410919e-16
1458098,4,0,2,229,24,44,42,10,0,230.625708,151,8,228,1,1.92014942961145e-28,6.53275098410919e-16
1458098,5,0,2,229,24,44,42,10,0,230.625708,193,10,287,3,1.92014942961145e-28,6.53275098410919e-16
1458098,6,0,2,229,24,44,42,10,0,230.625708,182,9,265,2,1.92014942961145e-28,6.53275098410919e-16
1458098,7,0,2,229,24,44,42,10,0,230.625708,122,10,215,3,1.92014942961145e-28,6.53275098410919e-16
1458098,8,1,2,229,24,44,42,10,0,230.625708,106,10,205,3,1.92014942961145e-28,6.53275098410919e-16
1458098,9,0,2,229,24,44,42,10,0,230.625708,113,8,183,1,1.92014942961145e-28,6.53275098410919e-16
1458098,10,0,2,229,24,44,42,10,0,230.625708,183,9,266,2,1.92014942961145e-28,6.53275098410919e-16
1458098,11,0,2,229,24,44,42,10,0,230.625708,115,10,214,3,1.92014942961145e-28,6.53275098410919e-16
1131590,1,0,2,0,0,0,0,10,0,232.064423,0,0,0,-7,4.64335486732429e-32,1.7239137160664e-11
1131590,2,0,2,0,0,0,0,10,0,232.064423,149,10,246,3,4.64335486732429e-32,1.7239137160664e-11
1131590,3,0,2,0,0,0,0,10,0,232.064423,163,8,242,1,4.64335486732429e-32,1.7239137160664e-11
1131590,4,0,2,0,0,0,0,10,0,232.064423,141,9,219,2,4.64335486732429e-32,1.7239137160664e-11
1131590,5,0,2,0,0,0,0,10,0,232.064423,103,10,205,3,4.64335486732429e-32,1.7239137160664e-11
1131590,6,0,2,0,0,0,0,10,0,232.064423,134,8,208,1,4.64335486732429e-32,1.7239137160664e-11
1131590,7,0,2,0,0,0,0,10,0,232.064423,174,10,271,3,4.64335486732429e-32,1.7239137160664e-11
1131590,8,0,2,0,0,0,0,10,0,232.064423,195,8,279,1,4.64335486732429e-32,1.7239137160664e-11
1131590,9,1,2,0,0,0,0,10,0,232.064423,121,10,223,3,4.64335486732429e-32,1.7239137160664e-11
1131590,10,0,2,0,0,0,0,10,0,232.064423,166,9,246,2,4.64335486732429e-32,1.7239137160664e-11
1131590,11,0,2,0,0,0,0,10,0,232.064423,112,8,182,1,4.64335486732429e-32,1.7239137160664e-11
1318284,1,1,1,310,31,30,5,10,0,238.069595,0,0,0,-7,3.95317284686284e-28,6.18282326610033e-08
1318284,2,0,1,310,31,30,5,10,0,238.069595,193,8,277,1,3.95317284686284e-28,6.18282326610033e-08
1318284,3,0,1,310,31,30,5,10,0,238.069595,106,8,175,1,3.95317284686284e-28,6.18282326610033e-08
1318284,4,0,1,310,31,30,5,10,0,238.069595,160,9,241,2,3.95317284686284e-28,6.18282326610033e-08
1318284,5,0,1,310,31,30,5,10,0,238.069595,192,10,292,3,3.95317284686284e-28,6.18282326610033e-08
1318284,6,0,1,310,31,30,5,10,0,238.069595,185,10,280,3,3.95317284686284e-28,6.18282326610033e-08
1318284,7,0,1,310,31,30,5,10,0,238.069595,140,8,215,1,3.95317284686284e-28,6.18282326610033e-08
1318284,8,0,1,310,31,30,5,10,0,238.069595,121,8,193,1,3.95317284686284e-28,6.18282326610033e-08
1318284,9,0,1,310,31,30,5,10,0,238.069595,135,8,209,1,3.95317284686284e-28,6.18282326610033e-08
1318284,10,0,1,310,31,30,5,10,0,238.069595,148,8,224,1,3.95317284686284e-28,6.18282326610033e-08
1318284,11,0,1,310,31,30,5,10,0,238.069595,181,10,275,3,3.95317284686284e-28,6.18282326610033e-08
